text,date,phase,source,cleaned_text
I been emotionally drained. I'm current in a workplace bullying and intimidating situation. I'm so heartbroken and came hoke crying today and my 2 dogs both wanted to attend to me by placing their paws on my chest  . They actually started to growl and were fighting over who can lick my nose eyes tears mouth to console me. Feet locking everyday toilet patrol. It's amazing. Thank you,2025-09-15T23:39:56Z,after,youtube,i been emotionally drained im current in a workplace bullying and intimidating situation im so heartbroken and came hoke crying today and my dogs both wanted to attend to me by placing their paws on my chest they actually started to growl and were fighting over who can lick my nose eyes tears mouth to console me feet locking everyday toilet patrol its amazing thank you
"Donald Trump, Elon Musk, Jeff Bezos, Mark Zuckerberg, Peter Theil, JD Vance and all the bought US Congress, I hope you are next. I hope all the world is next. Gen Z will fight.",2025-09-15T23:16:51Z,after,youtube,donald trump elon musk jeff bezos mark zuckerberg peter theil jd vance and all the bought us congress i hope you are next i hope all the world is next gen z will fight
"PHILLIPPINES has same problem "" CORRUPTION""...hope to be inspired by GENZ NEPAL.",2025-09-15T19:28:35Z,after,youtube,phillippines has same problem corruptionhope to be inspired by genz nepal
VIVA NEPAL!❤ Take those corrupt politicians down!,2025-09-15T18:16:37Z,after,youtube,viva nepal take those corrupt politicians down
The  upheaval  can't  be  without  a  foreign  support  system  as  in  the  case  of  Bangladesh  ?,2025-09-15T15:57:13Z,after,youtube,the upheaval cant be without a foreign support system as in the case of bangladesh
Om Ma Ni Pad Me Hung!,2025-09-15T14:11:15Z,after,youtube,om ma ni pad me hung
"Ñgeri Dan Khawatir Rakyat Indonesia Turun Ke Jalan Karna Marah Dng Benyaknya Para Koruptor Yng Bersenandung Ria Dan Begelimang Harta Hasil Korupsi Sementara Rakyat Banyak Kesulitan Dan Insya Allah Kejadian Di Nepal,Tidak Terjadi Di Negri Kita Amin.",2025-09-15T13:48:36Z,after,youtube,ñgeri dan khawatir rakyat indonesia turun ke jalan karna marah dng benyaknya para koruptor yng bersenandung ria dan begelimang harta hasil korupsi sementara rakyat banyak kesulitan dan insya allah kejadian di nepaltidak terjadi di negri kita amin
If so concerned why the hell not register at 18 as voters and vote for the right Government…!,2025-09-15T13:28:39Z,after,youtube,if so concerned why the hell not register at as voters and vote for the right government
Is anybody asking why those companies like Facebook and Instagram haven't registered? Are you sure those companies aren't setting you up to be controlled by them? Don't be manipulated.,2025-09-15T13:03:42Z,after,youtube,is anybody asking why those companies like facebook and instagram havent registered are you sure those companies arent setting you up to be controlled by them dont be manipulated
Right now most corrupt our country Philippines hoping on sept 21 big protest will be happen will succes too!,2025-09-15T11:48:12Z,after,youtube,right now most corrupt our country philippines hoping on sept big protest will be happen will succes too
"India, nepal protector: Nah! I am not touching this crisis! We got our own nepot babies to protect!",2025-09-15T09:58:03Z,after,youtube,india nepal protector nah i am not touching this crisis we got our own nepot babies to protect
The media always underplays.. thousands.. more than 100s of thousands or millions..,2025-09-15T07:25:04Z,after,youtube,the media always underplays thousands more than s of thousands or millions
nepal waiting for 5 march 2026 ,2025-09-15T07:24:48Z,after,youtube,nepal waiting for march
Fight against corruption,2025-09-15T07:01:21Z,after,youtube,fight against corruption
Take away TikTok tho... Lol,2025-09-14T23:25:35Z,after,youtube,take away tiktok tho lol
Where the young people only elderly people in the government that very sad non,2025-09-14T22:40:53Z,after,youtube,where the young people only elderly people in the government that very sad non
"😢 l just pray that the wickedness of Nigeria leaders will not drag Nigeria to this situation,😢 because there provocation is upsetting everybody, and Nigerian are dragging to the Wall 😢",2025-09-14T22:36:39Z,after,youtube,l just pray that the wickedness of nigeria leaders will not drag nigeria to this situation because there provocation is upsetting everybody and nigerian are dragging to the wall
Nepal showing the rest of us whats possible. In the west this is difficult because we've been deeply divided into conservative vs progressive.,2025-09-14T20:06:14Z,after,youtube,nepal showing the rest of us whats possible in the west this is difficult because weve been deeply divided into conservative vs progressive
Goooo Nepal.. let the youth run the country.  😊,2025-09-14T19:49:28Z,after,youtube,goooo nepal let the youth run the country
The grievances made by Gen Z in Nepal are identical to those made by Gen Z demonstrators in Kenya. This is a wake-up call to developing-country governments that institutional corruption will lead to the collapse of future governments. 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪,2025-09-14T18:30:09Z,after,youtube,the grievances made by gen z in nepal are identical to those made by gen z demonstrators in kenya this is a wakeup call to developingcountry governments that institutional corruption will lead to the collapse of future governments
well done Nepal,2025-09-14T18:28:54Z,after,youtube,well done nepal
Naga youth should do the same to all the corrupted ministers in Nagaland,2025-09-14T18:28:27Z,after,youtube,naga youth should do the same to all the corrupted ministers in nagaland
Nepal govt are students of NIGERIAN govt.  Bravoooooo Nepal youths,2025-09-14T18:27:53Z,after,youtube,nepal govt are students of nigerian govt bravoooooo nepal youths
Thousands of murderers have escaped from Nepal to India. Huge jail break. Please be carefull.,2025-09-14T16:50:24Z,after,youtube,thousands of murderers have escaped from nepal to india huge jail break please be carefull
👏👏👏👏👏 nepal 🇳🇵,2025-09-14T16:48:16Z,after,youtube,nepal
They are just jealous they are not participating in the corruption. These people have nothing for a reason. They will always live in squalor.,2025-09-14T16:07:42Z,after,youtube,they are just jealous they are not participating in the corruption these people have nothing for a reason they will always live in squalor
"What began in Kenya, Gen z movt is being replicated far away in Asia, kudos youth keep up the heat, success isn't far away",2025-09-14T13:39:40Z,after,youtube,what began in kenya gen z movt is being replicated far away in asia kudos youth keep up the heat success isnt far away
"😮😮😮😮😮😮😮😮😮😮😮the World must see the oppressive n dictatorial regimes...as here in Braziiil

Rio🇧🇷",2025-09-14T13:09:36Z,after,youtube,the world must see the oppressive n dictatorial regimesas here in braziiil rio
The people are waking up to the systems' foolery. France also 🔥🔥 Love ittt,2025-09-14T12:44:51Z,after,youtube,the people are waking up to the systems foolery france also love ittt
Bravo ❤❤❤⚖️😎🌻,2025-09-14T10:57:35Z,after,youtube,bravo
"From child God peaceful You the Leadesr of India country :Cat and disappear all of the leaders of Gen Z and is to bring the flag sign Skull ,From admind You tobe,Indonesia ,and as the performer ,cat and disappear him,before you Destroyed.Him performer in Admind You tobe Indonesia ,Find and disappear him  and crew .This the voice direct by Holy spirit (The Lion ).God bless for all of you .",2025-09-14T07:33:30Z,after,youtube,from child god peaceful you the leadesr of india country cat and disappear all of the leaders of gen z and is to bring the flag sign skull from admind you tobeindonesia and as the performer cat and disappear himbefore you destroyedhim performer in admind you tobe indonesia find and disappear him and crew this the voice direct by holy spirit the lion god bless for all of you
