text,date,phase,source
Where the young people only elderly people in the government that very sad non,2025-09-14T22:40:53Z,after,youtube
"😢 l just pray that the wickedness of Nigeria leaders will not drag Nigeria to this situation,😢 because there provocation is upsetting everybody, and Nigerian are dragging to the Wall 😢",2025-09-14T22:36:39Z,after,youtube
Nepal showing the rest of us whats possible. In the west this is difficult because we've been deeply divided into conservative vs progressive.,2025-09-14T20:06:14Z,after,youtube
Goooo Nepal.. let the youth run the country.  😊,2025-09-14T19:49:28Z,after,youtube
The grievances made by Gen Z in Nepal are identical to those made by Gen Z demonstrators in Kenya. This is a wake-up call to developing-country governments that institutional corruption will lead to the collapse of future governments. 🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪🇰🇪,2025-09-14T18:30:09Z,after,youtube
well done Nepal,2025-09-14T18:28:54Z,after,youtube
Naga youth should do the same to all the corrupted ministers in Nagaland,2025-09-14T18:28:27Z,after,youtube
Nepal govt are students of NIGERIAN govt.  Bravoooooo Nepal youths,2025-09-14T18:27:53Z,after,youtube
Thousands of murderers have escaped from Nepal to India. Huge jail break. Please be carefull.,2025-09-14T16:50:24Z,after,youtube
👏👏👏👏👏 nepal 🇳🇵,2025-09-14T16:48:16Z,after,youtube
They are just jealous they are not participating in the corruption. These people have nothing for a reason. They will always live in squalor.,2025-09-14T16:07:42Z,after,youtube
"What began in Kenya, Gen z movt is being replicated far away in Asia, kudos youth keep up the heat, success isn't far away",2025-09-14T13:39:40Z,after,youtube
"😮😮😮😮😮😮😮😮😮😮😮the World must see the oppressive n dictatorial regimes...as here in Braziiil

Rio🇧🇷",2025-09-14T13:09:36Z,after,youtube
The people are waking up to the systems' foolery. France also 🔥🔥 Love ittt,2025-09-14T12:44:51Z,after,youtube
Bravo ❤❤❤⚖️😎🌻,2025-09-14T10:57:35Z,after,youtube
"From child God peaceful You the Leadesr of India country :Cat and disappear all of the leaders of Gen Z and is to bring the flag sign Skull ,From admind You tobe,Indonesia ,and as the performer ,cat and disappear him,before you Destroyed.Him performer in Admind You tobe Indonesia ,Find and disappear him  and crew .This the voice direct by Holy spirit (The Lion ).God bless for all of you .",2025-09-14T07:33:30Z,after,youtube
This is Educated Youths Stupidity...wat after...there is no solution ....after looting and criminal activities....it should have been a scaled sit in protest....alot of bullshit,2025-09-14T07:21:20Z,after,youtube
Sunos kami Pinas sobrang kurakot na,2025-09-14T07:18:57Z,after,youtube
The continuity in this very wrong,2025-09-14T06:31:57Z,after,youtube
Die fighting than die doing nothing but being hungry..,2025-09-14T05:30:43Z,after,youtube
"""The people's power is much stronger than the people in power"" - Wael Ghonim.",2025-09-14T05:00:48Z,after,youtube
"Bangladesh, Indonesia then Nepal... Hope another Asian corrupt country be like this.",2025-09-14T04:55:07Z,after,youtube
Nigerian youths where are you.this is what we should be doing right now in this nigeria....I stand with Nepal youths❤,2025-09-14T04:34:56Z,after,youtube
"I'm srilankan and I know this is not about whole social media banning ,Its about corruption.Just some countries' politicians are  condemn this protest cause same thing could happen in their country,Just like India trying right here,right now",2025-09-14T04:24:00Z,after,youtube
"Philippine Gen Z, what are you waiting for",2025-09-14T04:16:52Z,after,youtube
A new Asian Spring is needed.....a New EU Spring is needed....a New North Americas Spring is needed...Melt away all the Corrupt Excess Mansion houses and the symbol of Pure Gluttony.....The World needs to CLEANSE THE 7 SINS OF HUMAN GREED...that is destroying the human spirit...,2025-09-14T04:07:02Z,after,youtube
The new generations of  Nepal and the massive destructions done,2025-09-14T03:59:43Z,after,youtube
"Unemployment in youth is rising in not just Nepal....Its all over the world....because of AI and hi tech automation to take over human labor workforces....millions of young generation have no hope to find suitable work anymore....the Rich keeps getting richer at the expense of younger generation now with corrupt and business ties ....no normal citizens can afford housing, food, basic medical care,..basic needs are cut away while taxes keeps going up and having to work to long days or have very low wage paying jobs .",2025-09-14T03:58:55Z,after,youtube
India or China... where does Nepal stand?,2025-09-14T03:38:57Z,after,youtube
"मानिसहरूलाई लामो माया - एक जना, एक जना माया!",2025-09-14T03:32:39Z,after,youtube
Radical Democracy now!!! Radical Change now!!! Bring down the Nepo Corrupt Officials now!!✊🏿✊🏿✊🏿✊🏿✊🏿✊🏿✊🏿,2025-09-14T02:15:04Z,after,youtube
"Pls. let this happen in the Philippines where corruption is rampant, and the son of the late despot dictator Ferdinand Marcos Sr. came back into power along with his cousin and their cronies siphoning treasury and the tax payers money. Bring the revolution in Philippines now!!!!✊🏿✊🏿✊🏿✊🏿✊🏿✊🏿✊🏿",2025-09-14T02:11:05Z,after,youtube
All of that for their leader to escape with zero liability 😢,2025-09-14T01:52:29Z,after,youtube
way too many people in the world,2025-09-14T01:27:53Z,after,youtube
🙏,2025-09-14T00:47:09Z,after,youtube
"Nepal You are truly a lover of the nation. When the social leadership is corrupt, the nation is doomed. Korea is a highly fraudulent country beyond corruption. Korea has long lost trust between people, which is a social asset. Corruption + fraud Korea is also heading for a society of extreme distrust",2025-09-14T00:37:43Z,after,youtube
부패한사회에 부패한정치인이라  ..그람  정치인은 무대에서뛰노는 광대들이냐.  !,2025-09-14T00:11:29Z,after,youtube
Cambodia will be next,2025-09-14T00:09:06Z,after,youtube
Again the criminal marxist left destroying a country.,2025-09-13T23:22:01Z,after,youtube
"Corruption, just like in the Philippines.",2025-09-13T22:43:32Z,after,youtube
"Nepal is the country where Buddha was born. There was peace in Nepal. Peace and security are maintained. Nepal's current mass movement, Gen Z movement, is not only against the closure of social media. For a long time, the government has been misusing its power and putting the entire country in a pit of corruption and living a luxurious life around itself. From employees to leaders, they are misusing the taxes of all the people and using them to change their lives. They are hoarding black money and using the same money in elections to go to the government again. This movement is against those who do not provide development, employment, education, health, drinking water and transportation to Nepal. This movement is against those who do not provide Nepali citizens with foreign tourists. They say that the guest is a god. They think that God is the one who serves, serves with selflessness from the heart, mind, and soul. Nepali citizens are good and clean-minded. They respect everyone. This message is for those who go abroad. Thank you.",2025-09-13T21:56:03Z,after,youtube
"Yes Nepal! Youre are slightly darker brother and sisters, glad youre not taking any shit, love from the UK were right here with you, Fearless lions and tigers together! we can always count on you",2025-09-13T19:40:05Z,after,youtube
😂😂😂,2025-09-13T19:19:41Z,after,youtube
Karl Msrx was right,2025-09-13T17:15:31Z,after,youtube
Good for you Genzers!,2025-09-13T17:06:18Z,after,youtube
Philippines is also facing big corruption done by elected officials.....,2025-09-13T17:03:09Z,after,youtube
Again involved china money?!,2025-09-13T16:35:20Z,after,youtube
Good job Gen Z of Nepal!! The Philippines supports you!!,2025-09-13T16:29:20Z,after,youtube
Support Nepal❤ From Ukraine🇺🇦,2025-09-13T16:26:35Z,after,youtube
Thats the way to go ....we are with you from Ken🇰🇪,2025-09-13T16:24:56Z,after,youtube
Very nice people of Nepal and Indonesia. Corrupt people must pay. Fight for your future.,2025-09-13T15:47:09Z,after,youtube
"Ibnu Abbas Radhiyallahu Anhu meriwayatkan dari Nabi Shallallahu Alaihi Wa Sallam, beliau bersabda: “Barang siapa tidak menyukai sesuatu dari amir (pemimpinnya) hendaklah bersabar, sebab siapa saja yang keluar dari ketaatan kepada amir sejengkal saja (lalu mati), ia mati seperti mati jahiliyah.”

(HR. Bukhari, Kitab : “Fitnah)” (92), Bab : Sabda Nabi Shallallahu Alaihi Wa Sallam : “Sepeninggalku kalian akan melihat perkara-perkara yang kalian mengingkarinya (2))",2025-09-13T15:36:15Z,after,youtube
"Revolution against the corrupt regimes unstoppable globally. 
Recent unfolding events in Kenya worth to mention. 
Gen z unstoppable",2025-09-13T14:40:36Z,after,youtube
"From the islands of the Philippines, JAI NEPAL!",2025-09-13T14:30:39Z,after,youtube
You can’t fool Gen Z,2025-09-13T14:19:21Z,after,youtube
The strength of people’s power over corrupt government,2025-09-13T14:19:04Z,after,youtube
courageous people...longlive NEPALI HEROES!!!!,2025-09-13T13:37:25Z,after,youtube
Why they don't have enough law enforcement...that's why it happened the protesters won😢,2025-09-13T13:28:49Z,after,youtube
Down with corruption! We need leaders who care about the people.,2025-09-13T13:07:01Z,after,youtube
Fighting Gen Z of Nepal!!! Careful and safe guys!!!,2025-09-13T13:06:48Z,after,youtube
Philippines looks next,2025-09-13T12:50:18Z,after,youtube
Corruption must stop and they need a good governance and accountability...,2025-09-13T12:31:28Z,after,youtube
well done from Philippines,2025-09-13T12:23:15Z,after,youtube
Coming up next is Tibukhaburwa and his surrounding  although there plans are to finish our Gen z the pillars of tomorrow,2025-09-13T12:20:22Z,after,youtube
Great work Nepal s people ! from Australia . The world Grubberments are collapsing 👿🎉,2025-09-13T12:00:30Z,after,youtube
"Know your showing the strength that the rest of the world wish it had to get rid of our respective treasonous politicians... May your ancestors smile on you and you gain back your liberty. Love from Australia, so proud of you x",2025-09-13T11:58:08Z,after,youtube
"This is what a Revolution by the People against  Corrupt Governement Elites looked like,maybe the all Corrupt Politician Elites Leaders should take note, what happens when you dont listen to the people these is the outcome. Lucky they didnt burn everything the corrupt rich and corrupt politician owned. There rage will only end in death to anyone that opposes the voice of the people.",2025-09-13T11:56:42Z,after,youtube
"I think that communis country will not have CORRUPTION CASES, OHHHH. Really, it was not DIFFERENT OF LIBERALISM COUNTRY.",2025-09-13T11:47:43Z,after,youtube
Thugs every where,2025-09-13T11:45:39Z,after,youtube
I admire the nepalese for showing us westerners how its done . Leave no corrupt politician standing .,2025-09-13T11:35:56Z,after,youtube
Philippines will not do this kind  idiotic move 😂😂😂,2025-09-13T11:19:01Z,after,youtube
Philippines should be next,2025-09-13T11:10:17Z,after,youtube
wish the philippines would so the same. death penalty to these corrupt politicians and their dynastic families,2025-09-13T11:07:49Z,after,youtube
Brace for negative economic implications soon.,2025-09-13T10:24:15Z,after,youtube
Your country is poor but yet you are burning and looting foolish people,2025-09-13T10:23:28Z,after,youtube
"At least napalis gen z gat balls to protest,unlike chinese 😂",2025-09-13T08:49:29Z,after,youtube
"Chinese citizens wake up,oust xi jin ping n their cohorts!!! Be free n liberate your country!!!",2025-09-13T08:31:10Z,after,youtube
This is what Filipinos should emulate - fighting against a corrupt government.,2025-09-13T08:23:19Z,after,youtube
"The Goverment just turned on the TikTok tracking system! China is tracking everything word of everyone in Nepal on TikTok.  Looks like the Nepal Goverment allowed China to Turn On TikTok because the China BRI project is corrupt. Corruption and Communism, Free Nepal!",2025-09-13T07:15:22Z,after,youtube
Now Imagine this happening in India.,2025-09-13T07:14:00Z,after,youtube
